N do Patrimonio,Descricao do Bem,Quantidade,Localizacao,N Nota Fiscal,Data de Aquisicao,Data  de  Saida,Fornecedor,Valor R$,Grau de Depreciacao
0206,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0207,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0208,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0209,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0210,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0211,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0212,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0213,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0214,Mesa Escolar do Professor,1,Sala Verde 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 299.00,A - otimo
0215,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 2,9737,11/13/2009,,Gemini Iluminacao,R$ 128.00,A - otimo
0216,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 2,9737,11/13/2009,,Gemini Iluminacao,R$ 128.00,A - otimo
0217,Quadro Branco Graphisko luxo 200 x 120,1,Sala Verde 2,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0218,Cesto de Lixo Marfinite modelo H40,1,Sala Verde 2,,5/8/2012,,Marfinite,R$ 72.90,A - otimo
0219,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0220,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0221,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0222,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0223,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0224,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0225,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0226,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0227,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0228,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0229,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0230,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0231,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0232,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0233,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0234,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0235,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0236,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 3,,5/8/2012,,,R$ 149.90,A - otimo
0237,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 3,,5/8/2012,,,R$ 149.90,A - otimo
0238,Mesa Escolar do Professor,1,Sala Verde 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0239,Quadro Branco Graphisko luxo 200 x 120,1,Sala Verde 3,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0240,Flip Chart de madeira,1,Sala Verde 3,,5/8/2012,,,R$ 84.40,A - otimo
0241,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0242,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0243,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0244,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0245,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0246,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0247,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0248,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0249,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0250,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0251,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0252,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0253,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0254,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0255,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0256,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0257,Cadeira Plastica Verde L 460 x A 400\ Encosto L 460 x A 310,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0258,Mesa Escolar do Professor,1,Sala Verde 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0259,Cesto de Lixo Marfinite modelo H40,1,Sala Verde 4,,5/8/2012,,Marfinite,R$ 72.90,A - otimo
0260,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 4,,5/8/2012,,,R$ 149.90,A - otimo
0261,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 4,,5/8/2012,,,R$ 149.90,A - otimo
0262,Quadro Branco Graphisko luxo 200 x 120,1,Sala Verde 4,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0263,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0264,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0265,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0266,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0267,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0268,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0269,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0270,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0271,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0272,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0273,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0274,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0275,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0276,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0277,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0278,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0279,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0280,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0281,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0282,Cadeira Universitaria Plastica Verde  A460x400E460x310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0283,Cadeira Plastica Verde L 460 x A 400\ Encosto L 460 x A 310,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0284,Mesa Escolar do Professor,1,Sala Verde 5,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0285,Cesto de Lixo Marfinite modelo H40,1,Sala Verde 5,,5/8/2012,,Marfinite,R$ 72.90,A - otimo
0286,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 5,,5/8/2012,,,R$ 149.90,A - otimo
0287,Ventilador de Parede Qualitas Q 500P,1,Sala Verde 5,,5/8/2012,,,R$ 149.90,A - otimo
0288,Quadro Branco Graphisko luxo 200 x 120,1,Sala Verde 5,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0289,Longarina 3 Lugares L460 x P500 Encosto L460 x P500,1,3º Andar Verde, ,5/21/2008,,C.da Mota Maciel,R$ 509.00,A - otimo
0290,Longarina 5 Lugares L460 x P500 Encosto L460 x P500,1,3º Andar Verde,,5/21/2008,,C.da Mota Maciel,R$ 848.33,A - otimo
0291,Quadro Madre Tereza de Calcuta de Marco Rabello,1,3º Andar Verde,,5/8/2012,,,R$ 580.00,A - otimo
0292,Cadeira Plastica Azul L 460 x A 400\ Encosto L 460 x A 310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0293,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0294,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0295,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0296,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0297,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0298,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0299,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0300,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0301,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0302,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0303,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0304,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0305,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0306,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0307,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0308,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0309,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0310,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0311,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0312,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0313,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0314,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0315,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0316,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0317,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0318,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0319,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0320,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0321,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0322,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0323,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0324,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0325,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0326,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0327,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0328,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0329,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0330,Mesa Escolar do Professor,1,Sala Azul 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0331,Quadro Branco Graphisko luxo 200 x 120,1,Sala Azul 1,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0332,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 1,,5/8/2012,,,R$ 149.90,A - otimo
0333,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 1,,5/8/2012,,,R$ 149.90,A - otimo
0334,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 1,,5/8/2012,,,R$ 149.90,A - otimo
0335,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 1,,5/8/2012,,,R$ 149.90,A - otimo
0336,Cesto de Lixo Marfinite modelo H40,1,Sala Azul 1,,5/8/2012,,,R$ 72.90,A - otimo
0337,Cadeira Plastica Azul L 460 x A 400\ Encosto L 460 x A 310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0338,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0339,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0340,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0341,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0342,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0343,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0344,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0345,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0346,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0347,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0348,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0349,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0350,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0351,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0352,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0353,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0354,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0355,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0356,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0357,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0358,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0359,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0360,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0361,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0362,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0363,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0364,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0365,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0366,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0367,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0368,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0369,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 2,,5/8/2012,,,R$ 149.90,A - otimo
0370,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 2,,5/8/2012,,,R$ 149.90,A - otimo
0371,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 2,,5/8/2012,,,R$ 149.90,A - otimo
0372,Mesa Escolar do Professor,1,Sala Azul 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0373,Quadro Branco Graphisko luxo 200 x 120,1,Sala Azul 2,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0374,Cesto de Lixo Marfinite modelo H40,1,Sala Azul 2,,5/8/2012,,,R$ 72.90,A - otimo
0375,Cadeira Plastica Azul L 460 x A 400\ Encosto L 460 x A 310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0376,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0377,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0378,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0379,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0380,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0381,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0382,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
